"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: bookIds","Param: datalakeDir","Param: maxRetries","Param: stagingDir","Param: totalBooks"
"com.tahs.benchmark.IngestionBenchmarks.ingestThroughput_roundRobin","thrpt",1,10,"0,854090","0,170989","ops/s",1-500,datalake,10,staging/downloads,70000
