timestamp_ms,cpu_percent,used_memory_mb
1761618702034,22.15,16114.25
1761618702234,26.09,16114.39
1761618702434,0.00,16112.70
1761618702637,21.38,16114.81
1761618702832,27.22,16113.39
1761618703033,22.01,16112.22
1761618703232,25.00,16112.22
1761618703437,23.31,16112.22
1761618703637,25.95,16112.22
1761618703837,27.95,16111.97
1761618704033,30.77,16114.16
1761618704237,26.99,16116.25
1761618704437,21.74,16118.97
1761618704637,18.24,16118.97
1761618704833,21.94,16118.97
1761618705037,24.69,16113.25
1761618705237,21.25,16110.53
1761618705437,20.25,16110.11
1761618705635,22.64,16108.91
1761618705837,21.12,16108.91
1761618706034,22.44,16108.91
1761618706237,21.47,16110.39
1761618706437,22.98,16113.06
1761618706636,19.62,16112.55
1761618706832,0.00,16111.66
1761618707037,0.00,16110.53
1761618707233,0.00,16110.53
1761618707432,25.12,16164.67
1761618707637,25.77,16157.13
1761618707837,22.64,16158.42
1761618708037,20.50,16156.64
1761618708234,0.00,16156.64
1761618708437,22.57,16159.38
1761618708637,26.09,16155.50
1761618708837,26.92,16151.97
1761618709037,0.00,16143.33
1761618709237,0.00,16143.02
1761618709434,0.00,16142.78
1761618709633,20.69,16142.50
1761618709837,26.88,16148.66
1761618710037,25.00,16152.59
1761618710237,20.50,16154.14
1761618710435,19.87,16152.84
1761618710636,21.25,16151.42
1761618710837,22.84,16149.67
1761618711037,0.00,16156.38
1761618711233,0.00,16154.72
1761618711437,0.00,16152.19
1761618711632,0.00,16155.69
1761618711833,33.29,16155.20
1761618712037,43.90,16154.80
1761618712237,46.84,16167.03
1761618712437,49.69,16173.86
1761618712637,51.88,16192.95
1761618712837,50.62,16201.19
1761618713035,45.57,16209.36
1761618713237,22.22,16208.67
1761618713432,0.00,16213.59
1761618713637,0.00,16212.98
1761618713834,0.00,16218.98
1761618714037,27.67,16212.41
1761618714237,22.01,16210.63
1761618714433,0.00,16210.63
1761618714637,0.00,16210.63
1761618714832,0.00,16210.63
1761618715035,0.00,16210.63
1761618715233,23.14,16211.25
1761618715434,23.90,16207.41
1761618715635,24.54,16203.27
1761618715837,26.09,16209.33
1761618716035,0.00,16206.83
1761618716237,34.07,16209.05
1761618716437,30.00,16209.83
1761618716632,24.36,16209.83
1761618716837,24.39,16209.83
1761618717036,0.00,16209.83
1761618717233,0.00,16209.83
1761618717437,22.48,16206.61
1761618717637,20.50,16205.50
1761618717837,20.13,16204.20
1761618718037,20.00,16202.92
1761618718237,18.87,16201.75
1761618718434,19.75,16199.78
1761618718632,18.99,16199.63
1761618718837,20.00,16202.73
1761618719037,0.00,16204.64
1761618719237,0.00,16204.41
1761618719437,0.00,16208.14
1761618719637,20.94,16211.02
1761618719837,24.22,16209.88
1761618720037,22.64,16209.88
1761618720233,21.52,16209.88
1761618720435,31.68,16209.88
1761618720634,35.85,16209.88
1761618720837,32.08,16218.48
1761618721037,32.72,16275.33
1761618721237,22.64,16274.98
1761618721437,0.00,16274.98
1761618721635,0.00,16274.98
1761618721837,0.00,16282.86
1761618722033,24.57,16268.50
1761618722237,24.69,16269.14
1761618722432,47.44,16269.14
1761618722632,0.00,16269.14
1761618722837,0.00,16149.42
1761618723033,45.63,16142.28
1761618723237,34.36,16142.28
1761618723437,37.11,16142.28
1761618723637,50.00,16142.28
1761618723837,37.89,16130.77
1761618724037,45.91,16119.20
1761618724236,35.22,16118.77
1761618724437,45.28,16119.38
1761618724637,50.31,16126.94
1761618724837,44.03,16123.56
1761618725037,35.40,16109.33
1761618725236,44.65,16112.03
1761618725435,32.08,16112.09
1761618725637,38.89,16112.09
1761618725833,50.64,16112.09
1761618726037,36.59,16101.92
1761618726237,48.13,16099.02
1761618726433,41.94,16097.27
1761618726633,46.84,16090.06
1761618726837,0.00,16083.70
1761618727037,0.00,16079.88
1761618727237,0.00,16077.89
1761618727437,22.74,16074.33
1761618727637,24.22,16075.78
1761618727837,0.00,16075.38
1761618728036,0.00,16075.38
1761618728237,0.00,16075.38
1761618728436,0.00,16079.63
1761618728637,22.84,16079.39
1761618728837,25.47,16073.89
1761618729035,25.97,16070.11
1761618729237,22.09,16065.98
1761618729432,24.36,16069.81
1761618729637,19.75,16069.59
1761618729837,20.63,16068.22
1761618730033,22.93,16063.91
1761618730232,21.52,16063.91
1761618730437,20.73,16063.91
1761618730637,18.59,16064.83
1761618730833,19.62,16064.13
1761618731037,20.86,16050.22
1761618731237,21.88,16048.48
1761618731432,26.92,16099.97
1761618731637,23.31,16096.06
1761618731837,20.75,16098.95
1761618732037,22.78,16091.56
1761618732237,24.22,16098.23
1761618732437,24.38,16094.67
1761618732637,22.15,16094.67
1761618732833,25.32,16094.67
1761618733037,25.31,16085.48
1761618733237,35.44,16083.69
1761618733434,0.00,16086.66
1761618733637,0.00,16086.66
1761618733837,0.00,16086.66
1761618734037,23.67,16082.72
1761618734237,23.60,16081.52
1761618734434,17.83,16080.02
1761618734632,20.65,16076.63
