timestamp_ms,cpu_percent,used_memory_mb,total_memory_mb
1761616225322,89.941,102.805,4096.000
1761616225542,86.857,102.805,4096.000
1761616225743,75.155,102.805,4096.000
1761616225948,75.758,102.805,4096.000
1761616226150,88.608,102.805,4096.000
1761616226353,95.758,102.805,4096.000
1761616226558,89.024,102.805,4096.000
1761616226764,0.000,102.805,4096.000
1761616226968,0.000,102.805,4096.000
1761616227174,94.332,102.805,4096.000
1761616227381,97.576,102.805,4096.000
1761616227582,88.889,102.805,4096.000
1761616227784,96.296,102.805,4096.000
1761616227989,96.273,102.805,4096.000
1761616228197,95.833,102.805,4096.000
1761616228398,97.500,102.805,4096.000
1761616228600,94.444,102.805,4096.000
1761616228809,0.000,102.805,4096.000
1761616229011,0.000,102.805,4096.000
1761616229217,88.821,102.805,4096.000
1761616229431,88.889,102.805,4096.000
1761616229639,92.216,102.805,4096.000
1761616229849,97.059,102.805,4096.000
1761616230055,81.595,102.805,4096.000
1761616230262,100.000,102.805,4096.000
1761616230467,95.152,102.805,4096.000
1761616230673,88.415,102.805,4096.000
1761616230876,97.576,102.805,4096.000
1761616231087,89.820,102.805,4096.000
1761616231292,92.638,102.805,4096.000
1761616231498,96.386,102.805,4096.000
1761616231707,94.512,102.805,4096.000
1761616231914,85.119,102.805,4096.000
1761616232117,93.252,102.805,4096.000
1761616232326,90.244,102.805,4096.000
1761616232533,94.012,102.805,4096.000
1761616232736,0.000,102.805,4096.000
1761616232937,0.000,102.805,4096.000
1761616233143,0.000,102.805,4096.000
1761616233346,96.000,102.805,4096.000
1761616233550,95.808,102.805,4096.000
1761616233751,98.758,102.805,4096.000
1761616233958,99.387,102.805,4096.000
1761616234163,93.789,102.805,4096.000
1761616234364,98.148,102.805,4096.000
1761616234571,99.398,102.805,4096.000
1761616234776,90.909,102.805,4096.000
1761616234983,95.732,102.805,4096.000
1761616235184,79.747,102.805,4096.000
1761616235387,93.452,102.805,4096.000
1761616235593,93.827,102.805,4096.000
1761616235797,91.975,102.805,4096.000
1761616236003,56.364,102.805,4096.000
1761616236208,93.939,102.805,4096.000
1761616236419,66.667,102.805,4096.000
1761616236626,95.210,102.805,4096.000
1761616236829,95.062,102.805,4096.000
1761616237035,95.732,102.805,4096.000
1761616237240,89.697,102.805,4096.000
1761616237441,99.371,102.805,4096.000
1761616237647,92.593,102.805,4096.000
1761616237852,92.121,102.805,4096.000
1761616238058,95.858,102.805,4096.000
1761616238265,98.765,102.805,4096.000
1761616238466,99.379,102.805,4096.000
1761616238673,89.349,104.805,4096.000
1761616238874,93.125,104.805,4096.000
1761616239081,100.000,104.805,4096.000
1761616239287,87.349,104.805,4096.000
1761616239492,84.663,104.805,4096.000
1761616239694,91.304,104.805,4096.000
1761616239896,92.121,104.805,4096.000
1761616240105,92.771,104.805,4096.000
1761616240310,85.976,104.805,4096.000
1761616240511,94.410,104.805,4096.000
1761616240717,98.171,104.805,4096.000
1761616240922,91.515,104.805,4096.000
1761616241125,95.122,104.805,4096.000
1761616241331,0.000,104.805,4096.000
1761616241542,89.394,104.805,4096.000
1761616241743,96.855,104.805,4096.000
1761616241944,94.479,104.805,4096.000
1761616242152,92.683,104.805,4096.000
1761616242356,0.000,104.805,4096.000
1761616242561,89.362,104.805,4096.000
1761616242763,91.250,104.805,4096.000
1761616242968,87.273,104.805,4096.000
1761616243169,96.875,104.805,4096.000
1761616243372,91.515,104.805,4096.000
1761616243576,93.789,104.805,4096.000
1761616243778,97.531,104.805,4096.000
1761616243982,95.679,104.805,4096.000
1761616244189,98.182,104.805,4096.000
1761616244390,98.148,104.805,4096.000
1761616244596,95.092,104.805,4096.000
1761616244801,99.383,104.805,4096.000
1761616245006,94.012,104.805,4096.000
1761616245209,99.379,104.805,4096.000
1761616245411,94.444,104.805,4096.000
1761616245616,94.611,104.805,4096.000
1761616245818,95.625,104.805,4096.000
1761616246029,86.228,104.805,4096.000
1761616246235,81.765,104.805,4096.000
1761616246440,88.679,104.805,4096.000
1761616246645,49.390,104.805,4096.000
1761616246863,80.114,104.805,4096.000
1761616247087,78.212,104.805,4096.000
1761616247289,94.444,104.805,4096.000
1761616247494,92.073,104.805,4096.000
1761616247703,94.512,104.805,4096.000
1761616247907,96.429,104.805,4096.000
1761616248112,90.184,104.805,4096.000
1761616248316,96.875,104.805,4096.000
1761616248521,94.479,104.805,4096.000
1761616248728,95.783,104.805,4096.000
1761616248934,92.169,104.805,4096.000
1761616249142,96.951,104.805,4096.000
1761616249349,91.071,104.805,4096.000
1761616249553,93.789,106.805,4096.000
1761616249758,89.759,106.805,4096.000
1761616249962,88.344,106.805,4096.000
1761616250178,76.301,106.805,4096.000
1761616250380,84.906,106.805,4096.000
1761616250585,84.848,106.805,4096.000
1761616250792,92.814,106.805,4096.000
1761616250994,96.319,106.805,4096.000
1761616251204,93.976,106.805,4096.000
1761616251409,95.092,106.805,4096.000
1761616251616,98.780,106.805,4096.000
1761616251826,90.116,106.805,4096.000
1761616252034,89.024,106.805,4096.000
1761616252240,97.516,106.805,4096.000
1761616252445,90.303,106.805,4096.000
1761616252653,0.000,106.805,4096.000
1761616252858,96.997,106.805,4096.000
1761616253065,87.273,106.805,4096.000
1761616253272,93.333,106.805,4096.000
1761616253477,95.062,106.805,4096.000
1761616253680,97.576,106.805,4096.000
1761616253883,90.625,106.805,4096.000
1761616254084,99.387,106.805,4096.000
1761616254287,98.773,106.805,4096.000
1761616254494,98.788,106.805,4096.000
1761616254697,99.375,106.805,4096.000
1761616254904,99.401,106.805,4096.000
1761616255109,99.394,106.805,4096.000
1761616255314,92.638,106.805,4096.000
1761616255517,99.387,106.805,4096.000
1761616255723,96.319,106.805,4096.000
1761616255929,88.024,106.805,4096.000
1761616256137,89.634,106.805,4096.000
1761616256340,95.732,106.805,4096.000
1761616256545,93.902,106.805,4096.000
1761616256748,93.711,106.805,4096.000
1761616256949,81.707,106.805,4096.000
1761616257154,86.875,106.805,4096.000
1761616257360,88.690,106.805,4096.000
1761616257562,98.125,106.805,4096.000
1761616257767,90.244,106.805,4096.000
1761616257977,96.429,106.805,4096.000
1761616258183,98.788,106.805,4096.000
1761616258390,90.964,106.805,4096.000
1761616258597,97.590,106.805,4096.000
1761616258798,99.371,106.805,4096.000
1761616259006,98.214,106.805,4096.000
1761616259215,92.025,106.805,4096.000
1761616259419,99.390,106.805,4096.000
1761616259622,95.031,106.805,4096.000
1761616259828,0.000,106.805,4096.000
1761616260034,90.390,106.805,4096.000
1761616260238,87.654,106.805,4096.000
1761616260444,0.000,106.805,4096.000
1761616260646,0.000,106.805,4096.000
1761616260848,0.000,106.805,4096.000
1761616261054,92.966,106.805,4096.000
1761616261260,95.122,106.805,4096.000
1761616261463,0.000,106.805,4096.000
1761616261664,0.000,106.805,4096.000
1761616261866,0.000,106.805,4096.000
1761616262071,95.497,106.805,4096.000
1761616262277,95.758,106.805,4096.000
1761616262480,91.515,106.805,4096.000
1761616262687,90.303,106.805,4096.000
1761616262895,94.545,106.805,4096.000
1761616263102,96.988,106.805,4096.000
1761616263306,96.933,106.805,4096.000
1761616263510,100.000,106.805,4096.000
1761616263713,96.951,106.805,4096.000
1761616263916,90.184,106.805,4096.000
1761616264119,98.765,106.805,4096.000
1761616264325,100.000,106.805,4096.000
1761616264533,100.000,106.805,4096.000
1761616264734,96.933,106.805,4096.000
1761616264940,98.773,106.805,4096.000
1761616265144,88.415,108.805,4096.000
1761616265349,98.148,108.805,4096.000
1761616265555,83.636,108.805,4096.000
1761616265764,93.333,108.805,4096.000
1761616265968,0.000,108.805,4096.000
1761616266170,90.826,108.805,4096.000
1761616266376,100.000,108.805,4096.000
1761616266581,0.000,108.805,4096.000
1761616266783,0.000,108.805,4096.000
1761616266991,0.000,108.805,4096.000
1761616267194,91.859,108.805,4096.000
1761616267395,89.441,108.805,4096.000
1761616267610,85.632,108.805,4096.000
1761616267816,96.364,108.805,4096.000
1761616268022,97.516,108.805,4096.000
1761616268223,98.160,108.805,4096.000
1761616268429,98.182,108.805,4096.000
1761616268632,91.975,108.805,4096.000
1761616268837,99.398,108.805,4096.000
1761616269040,0.000,108.805,4096.000
1761616269245,91.641,108.805,4096.000
1761616269450,100.000,108.805,4096.000
1761616269662,0.000,108.805,4096.000
1761616269863,0.000,108.805,4096.000
1761616270068,0.000,108.805,4096.000
1761616270271,93.893,108.805,4096.000
1761616270485,94.767,108.805,4096.000
1761616270692,89.820,108.805,4096.000
1761616270903,88.690,108.805,4096.000
1761616271109,89.634,108.805,4096.000
1761616271320,98.235,108.805,4096.000
1761616271526,89.697,108.805,4096.000
1761616271731,99.390,108.805,4096.000
1761616271937,91.975,108.805,4096.000
1761616272146,92.216,108.805,4096.000
1761616272349,96.296,108.805,4096.000
1761616272552,93.252,108.805,4096.000
1761616272758,98.788,108.805,4096.000
1761616272967,93.452,108.805,4096.000
1761616273173,83.234,108.805,4096.000
1761616273380,93.902,108.805,4096.000
1761616273592,95.882,108.805,4096.000
1761616273798,97.546,108.805,4096.000
1761616274004,89.697,108.805,4096.000
1761616274211,97.605,108.805,4096.000
1761616274417,99.390,108.805,4096.000
1761616274625,98.193,108.805,4096.000
1761616274830,0.000,108.805,4096.000
1761616275033,0.000,108.805,4096.000
1761616275235,0.000,108.805,4096.000
1761616275440,99.073,108.805,4096.000
1761616275643,92.814,108.805,4096.000
1761616275847,98.773,108.805,4096.000
1761616276053,95.152,108.805,4096.000
1761616276255,81.250,108.805,4096.000
1761616276460,95.031,108.805,4096.000
1761616276671,98.246,108.805,4096.000
1761616276873,87.654,108.805,4096.000
1761616277076,100.000,108.805,4096.000
1761616277281,0.000,108.805,4096.000
1761616277486,83.283,108.805,4096.000
1761616277688,76.398,108.805,4096.000
1761616277896,95.181,108.805,4096.000
1761616278099,96.933,108.805,4096.000
1761616278301,0.000,108.805,4096.000
1761616278506,95.692,108.805,4096.000
1761616278708,95.679,108.805,4096.000
1761616278910,95.000,108.805,4096.000
1761616279117,98.780,108.805,4096.000
1761616279323,95.238,108.805,4096.000
1761616279530,96.951,108.805,4096.000
1761616279739,97.605,108.805,4096.000
1761616279944,87.425,108.805,4096.000
1761616280149,0.000,108.805,4096.000
1761616280356,0.000,108.805,4096.000
1761616280556,90.554,110.805,4096.000
1761616280765,89.286,110.805,4096.000
1761616280971,96.273,110.805,4096.000
1761616281176,83.929,110.805,4096.000
1761616281377,95.541,110.805,4096.000
1761616281580,94.545,110.805,4096.000
1761616281781,93.125,110.805,4096.000
1761616281987,91.515,110.805,4096.000
1761616282194,0.000,110.805,4096.000
1761616282403,0.000,110.805,4096.000
1761616282604,92.495,110.805,4096.000
1761616282808,98.765,110.805,4096.000
1761616283013,93.902,110.805,4096.000
1761616283215,83.851,110.805,4096.000
1761616283421,0.000,110.805,4096.000
1761616283629,90.964,110.805,4096.000
1761616283835,94.578,110.805,4096.000
1761616284036,89.375,110.805,4096.000
1761616284238,91.250,110.805,4096.000
1761616284440,95.706,110.805,4096.000
1761616284646,94.578,110.805,4096.000
1761616284850,99.371,110.805,4096.000
1761616285055,90.303,110.805,4096.000
1761616285258,98.765,110.805,4096.000
1761616285463,92.169,110.805,4096.000
1761616285663,99.371,110.805,4096.000
1761616285868,95.122,110.805,4096.000
1761616286068,94.410,110.805,4096.000
1761616286272,96.914,110.805,4096.000
1761616286477,93.293,110.805,4096.000
1761616286689,94.118,110.805,4096.000
1761616286893,87.037,110.805,4096.000
1761616287101,85.799,110.805,4096.000
1761616287307,93.293,110.805,4096.000
1761616287511,91.515,110.805,4096.000
1761616287712,83.439,110.805,4096.000
1761616287921,82.635,110.805,4096.000
1761616288124,88.957,110.805,4096.000
1761616288330,95.152,110.805,4096.000
1761616288535,0.000,110.805,4096.000
1761616288738,94.495,110.805,4096.000
1761616288945,96.988,110.805,4096.000
1761616289155,89.286,110.805,4096.000
1761616289364,93.976,110.805,4096.000
1761616289569,0.000,110.805,4096.000
1761616289774,94.833,110.805,4096.000
1761616289976,94.304,110.805,4096.000
1761616290177,94.479,110.805,4096.000
1761616290380,95.062,110.805,4096.000
1761616290583,0.000,110.805,4096.000
1761616290790,91.718,110.805,4096.000
1761616290997,88.485,110.805,4096.000
1761616291203,79.394,110.805,4096.000
1761616291408,83.951,110.805,4096.000
1761616291611,85.030,110.805,4096.000
1761616291816,91.925,110.805,4096.000
1761616292018,91.358,110.805,4096.000
1761616292222,100.000,110.805,4096.000
1761616292424,89.571,110.805,4096.000
1761616292630,98.780,110.805,4096.000
1761616292836,87.879,110.805,4096.000
1761616293041,95.758,110.805,4096.000
1761616293246,93.939,110.805,4096.000
1761616293452,98.137,110.805,4096.000
1761616293657,93.293,110.805,4096.000
1761616293859,98.773,110.805,4096.000
1761616294060,96.273,110.805,4096.000
1761616294262,96.855,110.805,4096.000
1761616294471,88.889,110.805,4096.000
1761616294675,87.578,110.805,4096.000
1761616294877,89.024,110.805,4096.000
1761616295081,94.969,110.805,4096.000
1761616295282,98.193,110.805,4096.000
1761616295487,0.000,110.805,4096.000
1761616295692,0.000,110.805,4096.000
1761616295905,98.597,110.805,4096.000
1761616296112,99.379,112.805,4096.000
1761616296313,97.468,112.805,4096.000
1761616296518,99.401,112.805,4096.000
1761616296722,99.379,112.805,4096.000
1761616296930,98.182,112.805,4096.000
1761616297136,99.398,112.805,4096.000
1761616297340,94.578,112.805,4096.000
1761616297543,90.566,112.805,4096.000
1761616297746,87.805,112.805,4096.000
1761616297952,69.880,112.805,4096.000
1761616298157,88.889,112.805,4096.000
1761616298358,79.375,112.805,4096.000
1761616298566,92.216,112.805,4096.000
1761616298771,92.727,112.805,4096.000
1761616298978,98.773,112.805,4096.000
1761616299179,97.531,112.805,4096.000
1761616299385,95.833,112.805,4096.000
1761616299591,83.333,112.805,4096.000
1761616299797,97.576,112.805,4096.000
1761616300003,99.394,112.805,4096.000
1761616300204,98.758,112.805,4096.000
1761616300410,96.988,112.805,4096.000
1761616300611,92.308,112.805,4096.000
1761616300815,94.611,112.805,4096.000
1761616301023,97.561,112.805,4096.000
1761616301230,92.727,112.805,4096.000
1761616301431,78.616,112.805,4096.000
1761616301632,95.062,112.805,4096.000
1761616301833,0.000,112.805,4096.000
1761616302042,93.578,112.805,4096.000
1761616302243,90.062,112.805,4096.000
1761616302446,96.933,112.805,4096.000
1761616302651,88.199,112.805,4096.000
1761616302857,97.041,112.805,4096.000
1761616303060,96.914,112.805,4096.000
1761616303261,92.593,112.805,4096.000
1761616303462,100.000,112.805,4096.000
1761616303666,95.706,112.805,4096.000
1761616303868,88.820,112.805,4096.000
1761616304069,90.062,112.805,4096.000
1761616304274,92.593,112.805,4096.000
1761616304477,93.252,112.805,4096.000
1761616304686,94.048,112.805,4096.000
1761616304887,98.742,112.805,4096.000
1761616305092,90.303,112.805,4096.000
1761616305298,94.048,112.805,4096.000
1761616305500,98.765,112.805,4096.000
1761616305706,97.500,112.805,4096.000
1761616305912,99.394,112.805,4096.000
1761616306114,99.375,112.805,4096.000
1761616306317,96.407,112.805,4096.000
1761616306529,98.810,112.805,4096.000
1761616306733,94.512,112.805,4096.000
1761616306938,0.000,112.805,4096.000
1761616307142,96.646,112.805,4096.000
1761616307347,84.375,112.805,4096.000
1761616307556,95.833,112.805,4096.000
1761616307762,0.000,112.805,4096.000
1761616307968,0.000,112.805,4096.000
1761616308178,85.944,112.805,4096.000
1761616308379,91.925,112.805,4096.000
1761616308581,80.503,112.805,4096.000
1761616308786,98.780,112.805,4096.000
1761616308996,97.024,112.805,4096.000
1761616309201,88.095,112.805,4096.000
1761616309406,99.379,112.805,4096.000
1761616309608,92.500,112.805,4096.000
1761616309813,91.975,112.805,4096.000
1761616310016,96.386,112.805,4096.000
1761616310223,98.788,112.805,4096.000
1761616310428,99.383,112.805,4096.000
1761616310636,93.827,112.805,4096.000
1761616310839,97.576,112.805,4096.000
1761616311044,93.333,112.805,4096.000
1761616311249,92.169,112.805,4096.000
1761616311454,98.171,112.805,4096.000
1761616311660,87.654,114.805,4096.000
1761616311864,0.000,114.805,4096.000
1761616312067,0.000,114.805,4096.000
1761616312275,92.742,114.805,4096.000
1761616312487,78.788,114.805,4096.000
1761616312692,96.386,114.805,4096.000
1761616312895,95.031,114.805,4096.000
1761616313100,98.788,114.805,4096.000
1761616313306,95.732,114.805,4096.000
1761616313517,99.405,114.805,4096.000
1761616313730,0.000,114.805,4096.000
1761616313931,0.000,114.805,4096.000
1761616314137,0.000,114.805,4096.000
1761616314341,92.716,114.805,4096.000
1761616314543,89.441,114.805,4096.000
1761616314748,0.000,114.805,4096.000
1761616314948,0.000,114.805,4096.000
1761616315150,0.000,114.805,4096.000
1761616315355,92.791,114.805,4096.000
1761616315561,100.000,114.805,4096.000
1761616315765,96.914,114.805,4096.000
1761616315966,96.178,114.805,4096.000
1761616316171,94.798,114.805,4096.000
1761616316378,99.375,114.805,4096.000
1761616316580,99.383,114.805,4096.000
1761616316790,100.000,114.805,4096.000
1761616316997,100.000,114.805,4096.000
1761616317204,97.006,114.805,4096.000
1761616317409,95.706,114.805,4096.000
1761616317615,95.181,114.805,4096.000
1761616317818,79.114,114.805,4096.000
1761616318021,94.545,114.805,4096.000
1761616318227,95.732,114.805,4096.000
1761616318432,93.293,114.805,4096.000
1761616318640,90.964,114.805,4096.000
1761616318846,0.000,114.805,4096.000
1761616319050,0.000,114.805,4096.000
1761616319254,0.000,114.805,4096.000
1761616319459,94.064,114.805,4096.000
1761616319661,99.379,114.805,4096.000
1761616319867,92.025,114.805,4096.000
1761616320070,98.160,114.805,4096.000
1761616320276,89.634,114.805,4096.000
1761616320477,98.750,114.805,4096.000
1761616320683,93.373,114.805,4096.000
1761616320885,0.000,114.805,4096.000
1761616321097,0.000,114.805,4096.000
1761616321303,0.000,114.805,4096.000
1761616321511,94.705,114.805,4096.000
1761616321716,90.244,114.805,4096.000
1761616321922,79.630,114.805,4096.000
1761616322126,92.899,114.805,4096.000
1761616322330,87.037,114.805,4096.000
1761616322533,98.765,114.805,4096.000
1761616322738,89.506,114.805,4096.000
1761616322943,98.788,114.805,4096.000
1761616323148,92.073,114.805,4096.000
1761616323354,97.041,114.805,4096.000
1761616323569,98.182,114.805,4096.000
1761616323772,93.413,114.805,4096.000
1761616323978,91.824,114.805,4096.000
1761616324185,98.802,114.805,4096.000
1761616324388,91.358,114.805,4096.000
1761616324604,90.909,114.805,4096.000
1761616324810,93.210,114.805,4096.000
1761616325014,93.293,114.805,4096.000
1761616325222,0.000,114.805,4096.000
1761616325425,0.000,114.805,4096.000
1761616325628,95.732,114.805,4096.000
1761616325832,100.000,114.805,4096.000
1761616326037,95.706,114.805,4096.000
1761616326240,93.865,114.805,4096.000
1761616326443,100.000,114.805,4096.000
1761616326645,91.566,114.805,4096.000
1761616326851,99.387,114.805,4096.000
1761616327059,92.216,116.805,4096.000
1761616327265,99.390,116.805,4096.000
1761616327470,93.373,116.805,4096.000
1761616327674,94.444,116.805,4096.000
1761616327880,80.723,116.805,4096.000
1761616328086,92.593,116.805,4096.000
1761616328289,88.485,116.805,4096.000
1761616328495,0.000,116.805,4096.000
1761616328697,92.966,116.805,4096.000
1761616328904,84.049,116.805,4096.000
1761616329110,85.030,116.805,4096.000
1761616329313,93.168,116.805,4096.000
1761616329519,91.566,116.805,4096.000
1761616329728,95.152,116.805,4096.000
1761616329933,92.727,116.805,4096.000
1761616330139,87.425,116.805,4096.000
1761616330345,100.000,116.805,4096.000
1761616330548,93.865,116.805,4096.000
1761616330754,95.152,116.805,4096.000
1761616330960,98.788,116.805,4096.000
1761616331161,0.000,116.805,4096.000
1761616331368,0.000,116.805,4096.000
1761616331570,0.000,116.805,4096.000
1761616331775,93.088,116.805,4096.000
1761616331989,90.698,116.805,4096.000
1761616332195,0.000,116.805,4096.000
1761616332400,0.000,116.805,4096.000
1761616332606,0.000,116.805,4096.000
1761616332810,90.826,116.805,4096.000
1761616333015,87.273,116.805,4096.000
1761616333220,93.452,116.805,4096.000
1761616333425,98.765,116.805,4096.000
1761616333631,92.638,116.805,4096.000
1761616333836,99.390,116.805,4096.000
1761616334039,92.593,116.805,4096.000
1761616334244,95.152,116.805,4096.000
1761616334448,95.783,116.805,4096.000
1761616334657,94.578,116.805,4096.000
1761616334860,86.250,116.805,4096.000
1761616335063,91.304,116.805,4096.000
1761616335268,94.578,116.805,4096.000
1761616335475,0.000,116.805,4096.000
1761616335680,0.000,116.805,4096.000
1761616335883,96.122,116.805,4096.000
1761616336095,98.204,116.805,4096.000
1761616336301,92.262,116.805,4096.000
1761616336506,100.000,116.805,4096.000
1761616336713,99.394,116.805,4096.000
1761616336917,99.390,116.805,4096.000
1761616337123,91.463,116.805,4096.000
1761616337329,98.182,116.805,4096.000
1761616337534,94.512,116.805,4096.000
1761616337736,95.652,116.805,4096.000
1761616337938,88.050,116.805,4096.000
1761616338142,87.273,116.805,4096.000
1761616338345,90.683,116.805,4096.000
1761616338551,96.386,116.805,4096.000
1761616338757,85.542,116.805,4096.000
1761616338967,61.310,116.805,4096.000
1761616339178,74.850,116.805,4096.000
1761616339383,88.889,116.805,4096.000
1761616339589,0.000,116.805,4096.000
1761616339795,0.000,116.805,4096.000
1761616339999,93.509,116.805,4096.000
1761616340204,98.780,116.805,4096.000
1761616340405,93.827,116.805,4096.000
1761616340610,82.317,116.805,4096.000
1761616340814,98.758,116.805,4096.000
1761616341021,99.390,116.805,4096.000
1761616341225,98.788,116.805,4096.000
1761616341432,86.228,116.805,4096.000
1761616341633,96.296,116.805,4096.000
1761616341839,0.000,116.805,4096.000
1761616342044,92.661,116.805,4096.000
1761616342249,95.181,116.805,4096.000
1761616342454,0.000,116.805,4096.000
1761616342659,0.000,118.805,4096.000
1761616342862,0.000,118.805,4096.000
1761616343063,87.346,118.805,4096.000
1761616343268,90.854,118.805,4096.000
1761616343474,89.091,118.805,4096.000
1761616343680,93.252,118.805,4096.000
1761616343886,92.771,118.805,4096.000
1761616344092,89.820,118.805,4096.000
1761616344296,91.824,118.805,4096.000
1761616344496,96.250,118.805,4096.000
1761616344701,80.982,118.805,4096.000
1761616344904,93.827,118.805,4096.000
1761616345105,98.160,118.805,4096.000
1761616345310,97.546,118.805,4096.000
1761616345515,96.386,118.805,4096.000
1761616345717,90.625,118.805,4096.000
1761616345921,93.373,118.805,4096.000
1761616346125,94.375,118.805,4096.000
1761616346327,91.515,118.805,4096.000
1761616346534,100.000,118.805,4096.000
1761616346739,0.000,118.805,4096.000
1761616346948,0.000,118.805,4096.000
1761616347154,98.988,118.805,4096.000
1761616347359,94.512,118.805,4096.000
1761616347565,100.000,118.805,4096.000
1761616347768,98.148,118.805,4096.000
1761616347973,98.788,118.805,4096.000
1761616348176,100.000,118.805,4096.000
1761616348377,95.062,118.805,4096.000
1761616348579,97.531,118.805,4096.000
1761616348780,87.342,118.805,4096.000
1761616348991,89.941,118.805,4096.000
1761616349193,96.273,118.805,4096.000
1761616349396,80.137,118.805,4096.000
1761616349602,0.000,118.805,4096.000
1761616349807,0.000,118.805,4096.000
1761616350018,0.000,118.805,4096.000
1761616350226,92.353,118.805,4096.000
1761616350431,89.634,118.805,4096.000
1761616350633,100.000,118.805,4096.000
1761616350835,93.168,118.805,4096.000
1761616351040,98.780,118.805,4096.000
1761616351244,92.073,118.805,4096.000
1761616351448,98.137,118.805,4096.000
1761616351653,96.933,118.805,4096.000
1761616351859,97.024,118.805,4096.000
1761616352063,96.933,118.805,4096.000
1761616352269,96.364,118.805,4096.000
1761616352474,90.798,118.805,4096.000
1761616352676,86.335,118.805,4096.000
1761616352878,93.865,118.805,4096.000
1761616353084,85.455,118.805,4096.000
1761616353286,98.765,118.805,4096.000
1761616353488,89.375,118.805,4096.000
1761616353692,95.031,118.805,4096.000
1761616353897,100.000,118.805,4096.000
1761616354098,91.139,118.805,4096.000
1761616354305,99.405,118.805,4096.000
1761616354512,95.758,118.805,4096.000
1761616354717,95.808,118.805,4096.000
