timestamp_ms,term,latency_ms,cpu_percent,used_memory_mb,total_memory_mb
1761608727959,book,30615.895,14.17,35.50,4294.97
1761608727959,war,30616.280,246.88,34.80,4294.97
1761608727960,love,30615.824,26.20,34.80,4294.97
1761608727961,science,30616.889,38.16,34.80,4294.97
1761608727962,death,30616.431,56.62,34.80,4294.97
1761608727963,book,30616.789,54.84,34.80,4294.97
1761608758572,death,30610.251,0.05,36.14,4294.97
1761608758573,death,30613.190,61.89,36.14,4294.97
1761608758578,science,30617.614,7.22,36.14,4294.97
1761608758579,love,30619.253,50.83,36.14,4294.97
1761608758579,war,30615.964,0.00,36.14,4294.97
1761608758580,war,30619.718,55.79,36.14,4294.97
1761608758580,book,30618.422,38.17,36.14,4294.97
1761608789202,war,30617.326,600.00,19.59,4294.97
1761608789202,book,30615.418,44.98,19.59,4294.97
1761608789203,book,30618.399,0.06,19.59,4294.97
1761608789205,science,30617.765,28.97,19.59,4294.97
1761608789205,love,30623.051,38.98,20.04,4294.97
1761608789206,science,30621.831,40.33,20.04,4294.97
1761608789207,love,30620.085,42.03,20.04,4294.97
1761608789208,death,30621.907,45.60,20.04,4294.97
1761608819819,book,30613.666,0.04,20.25,4294.97
1761608819821,war,30612.705,50.99,20.25,4294.97
1761608819821,science,30614.298,70.14,20.25,4294.97
1761608819821,love,30616.344,47.62,20.25,4294.97
1761608819821,war,30616.691,30.62,20.25,4294.97
1761608819822,death,30613.168,54.26,20.25,4294.97
1761608819822,love,30610.374,33.22,20.25,4294.97
1761608819822,death,30616.676,45.63,20.25,4294.97
1761608850447,science,30625.852,0.03,20.78,4294.97
1761608850448,love,30626.385,22.38,20.78,4294.97
1761608850449,war,30626.463,0.00,20.78,4294.97
1761608850450,book,30627.422,42.06,20.78,4294.97
1761608850450,book,30625.608,0.00,20.78,4294.97
1761608850451,death,30626.604,44.32,20.78,4294.97
1761608850451,science,30624.635,236.11,20.78,4294.97
1761608881080,love,30625.659,0.04,22.35,4294.97
1761608881082,book,30627.590,31.13,22.35,4294.97
1761608881083,science,30626.636,27.42,22.35,4294.97
1761608881083,war,30625.388,35.78,22.35,4294.97
1761608881084,death,30626.378,32.50,22.35,4294.97
1761608881084,death,30627.748,90.66,22.35,4294.97
1761608881085,war,30627.266,24.60,22.35,4294.97
1761608881086,love,30625.734,35.17,22.35,4294.97
1761608911700,death,30616.365,0.05,22.35,4294.97
1761608911701,science,30618.060,32.50,22.35,4294.97
1761608911702,death,30614.159,64.95,22.35,4294.97
1761608911702,book,30615.901,36.31,22.35,4294.97
1761608911703,war,30616.771,54.06,22.35,4294.97
1761608911703,book,30618.822,400.00,22.35,4294.97
1761608911704,love,30616.205,31.29,22.35,4294.97
1761608911705,science,30614.251,48.62,22.35,4294.97
1761608942315,death,30611.254,0.03,22.35,4294.97
1761608942317,science,30613.251,21.61,22.35,4294.97
1761608942325,love,30620.753,4.09,22.35,4294.97
1761608942326,book,30623.472,0.00,22.35,4294.97
1761608942326,war,30622.163,46.71,22.35,4294.97
1761608942326,love,30623.744,55.28,22.35,4294.97
1761608942326,war,30624.150,40.90,22.35,4294.97
